MAKE,MODEL_YR,VEHICLE_TYPE,DRIVE_TRAIN,BODY_FRAME,BLIND_SPOT_DETECTION,ARS,FRNT_COLLISION_WARNING,LANE_DEPARTURE_WARNING,CRASH_IMMINENT_BRAKE,DYNAMIC_BRAKE_SUPPORT,OVERALL_STARS,BACKUP_CAMERA
GMC,2013,MPV,4WD,Frame-Based,Standard,Standard,Not Available,Not Available,Not Available,Not Available,4.0,Not Available
GMC,2013,MPV,RWD,Frame-Based,Standard,Standard,Not Available,Not Available,Not Available,Not Available,4.0,Not Available
GMC,2013,MPV,4WD,Frame-Based,Standard,Standard,Not Available,Not Available,Not Available,Not Available,4.0,Not Available
GMC,2013,MPV,RWD,Frame-Based,Standard,Standard,Not Available,Not Available,Not Available,Not Available,4.0,Not Available
GMC,2013,MPV,4WD,Frame-Based,Standard,Standard,Not Available,Not Available,Not Available,Not Available,4.0,Not Available
GMC,2013,MPV,RWD,Frame-Based,Standard,Standard,Not Available,Not Available,Not Available,Not Available,4.0,Not Available
GMC,2013,MPV,4WD,Frame-Based,Standard,Standard,Not Available,Not Available,Not Available,Not Available,4.0,Not Available
GMC,2013,MPV,RWD,Frame-Based,Standard,Standard,Not Available,Not Available,Not Available,Not Available,4.0,Not Available
HONDA,2013,PC,FWD,Uni-Body,Not Available,Not Available,Optional,Optional,Not Available,Not Available,5.0,Not Available
HONDA,2013,PC,FWD,Uni-Body,Not Available,Not Available,Optional,Optional,Not Available,Not Available,5.0,Not Available
HONDA,2013,PC,FWD,Uni-Body,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,5.0,Not Available
HONDA,2013,PC,FWD,Uni-Body,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,4.0,Not Available
HONDA,2013,PC,FWD,Uni-Body,Not Available,Not Available,Optional,Not Available,Not Available,Not Available,5.0,Not Available
HONDA,2013,MPV,4WD,Uni-Body,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,5.0,Not Available
HONDA,2013,MPV,FWD,Uni-Body,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,5.0,Not Available
HONDA,2013,PC,FWD,Uni-Body,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,4.0,Not Available
HONDA,2013,PC,FWD,Uni-Body,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,4.0,Not Available
HONDA,2013,MPV,4WD,Uni-Body,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,4.0,Not Available
HONDA,2013,MPV,FWD,Uni-Body,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,4.0,Not Available
HYUNDAI,2013,PC,FWD,Uni-Body,Not Available,Standard,Not Available,Not Available,Not Available,Not Available,4.0,Not Available
HYUNDAI,2013,PC,FWD,Uni-Body,Not Available,Standard,Not Available,Not Available,Not Available,Not Available,4.0,Not Available
HYUNDAI,2013,PC,FWD,Uni-Body,Not Available,Standard,Not Available,Not Available,Not Available,Not Available,5.0,Not Available
HYUNDAI,2013,PC,FWD,Uni-Body,Not Available,Standard,Not Available,Not Available,Not Available,Not Available,5.0,Not Available
HYUNDAI,2013,PC,FWD,Uni-Body,Not Available,Standard,Not Available,Not Available,Not Available,Not Available,5.0,Not Available
HYUNDAI,2013,PC,FWD,Uni-Body,Not Available,Standard,Not Available,Not Available,Not Available,Not Available,5.0,Not Available
HYUNDAI,2013,MPV,AWD,Uni-Body,Not Available,Standard,Not Available,Not Available,Not Available,Not Available,4.0,Not Available
HYUNDAI,2013,MPV,FWD,Uni-Body,Not Available,Standard,Not Available,Not Available,Not Available,Not Available,4.0,Not Available
INFINITI,2013,MPV,AWD,Uni-Body,Optional,Standard,Optional,Optional,Optional,Optional,4.0,Not Available
INFINITI,2013,MPV,FWD,Uni-Body,Optional,Standard,Optional,Optional,Optional,Optional,4.0,Not Available
INFINITI,2013,PC,RWD,Uni-Body,Optional,Standard,Optional,Optional,Optional,Optional,5.0,Not Available
INFINITI,2013,PC,AWD,Uni-Body,Optional,Standard,Optional,Optional,Optional,Optional,5.0,Not Available
INFINITI,2013,PC,RWD,Uni-Body,Optional,Standard,Optional,Optional,Optional,Optional,5.0,Not Available
INFINITI,2013,PC,AWD,Uni-Body,Optional,Standard,Optional,Optional,Optional,Optional,5.0,Not Available
INFINITI,2013,PC,RWD,Uni-Body,Optional,Standard,Optional,Optional,Optional,Optional,5.0,Not Available
JEEP,2013,MPV,2WD,Uni-Body,Not Available,Standard,Not Available,Not Available,Not Available,Not Available,3.0,Not Available
JEEP,2013,MPV,4WD,Uni-Body,Not Available,Standard,Not Available,Not Available,Not Available,Not Available,3.0,Not Available
JEEP,2013,MPV,2WD,Uni-Body,Optional,Standard,Optional,Not Available,Optional,Optional,4.0,Not Available
JEEP,2013,MPV,4WD,Uni-Body,Optional,Standard,Optional,Not Available,Optional,Optional,4.0,Not Available
JEEP,2013,MPV,2WD,Uni-Body,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,4.0,Not Available
JEEP,2013,MPV,4WD,Uni-Body,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,4.0,Not Available
KIA,2013,PC,FWD,Uni-Body,Not Available,Standard,Not Available,Not Available,Not Available,Not Available,4.0,Not Available
KIA,2013,PC,FWD,Uni-Body,Not Available,Standard,Not Available,Not Available,Not Available,Not Available,4.0,Not Available
KIA,2013,PC,FWD,Uni-Body,Not Available,Standard,Not Available,Not Available,Not Available,Not Available,5.0,Not Available
KIA,2013,PC,FWD,Uni-Body,Not Available,Standard,Not Available,Not Available,Not Available,Not Available,5.0,Not Available
KIA,2013,PC,FWD,Uni-Body,Not Available,Standard,Not Available,Not Available,Not Available,Not Available,4.0,Not Available
KIA,2013,PC,FWD,Uni-Body,Not Available,Standard,Not Available,Not Available,Not Available,Not Available,4.0,Not Available
KIA,2013,MPV,AWD,Uni-Body,Not Available,Standard,Not Available,Not Available,Not Available,Not Available,4.0,Not Available
KIA,2013,MPV,FWD,Uni-Body,Not Available,Standard,Not Available,Not Available,Not Available,Not Available,4.0,Not Available
KIA,2013,MPV,FWD,Uni-Body,Not Available,Standard,Not Available,Not Available,Not Available,Not Available,4.0,Not Available
KIA,2013,MPV,AWD,Uni-Body,Not Available,Standard,Not Available,Not Available,Not Available,Not Available,5.0,Not Available
KIA,2013,MPV,FWD,Uni-Body,Not Available,Standard,Not Available,Not Available,Not Available,Not Available,4.0,Not Available
LEXUS,2013,PC,FWD,Uni-Body,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,5.0,Not Available
LEXUS,2013,PC,AWD,Uni-Body,Not Available,Standard,Not Available,Not Available,Not Available,Not Available,4.0,Not Available
LEXUS,2013,PC,RWD,Uni-Body,Not Available,Standard,Not Available,Not Available,Not Available,Not Available,4.0,Not Available
LEXUS,2013,PC,AWD,Uni-Body,Not Available,Standard,Not Available,Not Available,Not Available,Not Available,4.0,Not Available
LEXUS,2013,PC,RWD,Uni-Body,Not Available,Standard,Not Available,Not Available,Not Available,Not Available,4.0,Not Available
LINCOLN,2013,PC,AWD,Uni-Body,Optional,Standard,Optional,Optional,Not Available,Not Available,5.0,Not Available
LINCOLN,2013,PC,FWD,Uni-Body,Optional,Standard,Optional,Optional,Not Available,Not Available,5.0,Not Available
LINCOLN,2013,MPV,AWD,Uni-Body,Optional,Standard,Optional,Not Available,Not Available,Not Available,4.0,Not Available
LINCOLN,2013,MPV,FWD,Uni-Body,Optional,Standard,Optional,Not Available,Not Available,Not Available,4.0,Not Available
LINCOLN,2013,PC,AWD,Uni-Body,Optional,Standard,Optional,Optional,Not Available,Not Available,5.0,Not Available
LINCOLN,2013,PC,FWD,Uni-Body,Optional,Standard,Optional,Optional,Not Available,Not Available,5.0,Not Available
LINCOLN,2013,PC,FWD,Uni-Body,Optional,Standard,Optional,Optional,Not Available,Not Available,5.0,Not Available
LINCOLN,2013,MPV,4x2,Body-On-Frame,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,4.0,Not Available
LINCOLN,2013,MPV,4x2,Body-On-Frame,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,4.0,Not Available
LINCOLN,2013,MPV,4x4,Body-On-Frame,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,4.0,Not Available
LINCOLN,2013,MPV,4x4,Body-On-Frame,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,4.0,Not Available
MERCEDES-BENZ,2013,PC,AWD,Uni-Body,Optional,Standard,Optional,Optional,Not Available,Not Available,5.0,Not Available
MERCEDES-BENZ,2013,PC,RWD,Uni-Body,Optional,Standard,Optional,Optional,Not Available,Not Available,5.0,Not Available
MERCEDES-BENZ,2013,MPV,4WD,Uni-Body,Optional,Not Available,Optional,Optional,Not Available,Not Available,5.0,Not Available
MERCEDES-BENZ,2013,MPV,RWD,Uni-Body,Optional,Not Available,Optional,Optional,Not Available,Not Available,5.0,Not Available
MITSUBISHI,2013,PC,RWD,Uni-Body,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,4.0,Not Available
MITSUBISHI,2013,PC,AWD,Uni-Body,Not Available,Standard,Not Available,Not Available,Not Available,Not Available,4.0,Not Available
MITSUBISHI,2013,PC,FWD,Uni-Body,Not Available,Standard,Not Available,Not Available,Not Available,Not Available,4.0,Not Available
MITSUBISHI,2013,PC,FWD,Uni-Body,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,4.0,Not Available
MITSUBISHI,2013,MPV,AWD,Uni-Body,Not Available,Standard,Not Available,Not Available,Not Available,Not Available,4.0,Not Available
MITSUBISHI,2013,MPV,FWD,Uni-Body,Not Available,Standard,Not Available,Not Available,Not Available,Not Available,4.0,Not Available
MITSUBISHI,2013,MPV,AWD,Uni-Body,Not Available,Standard,Not Available,Not Available,Not Available,Not Available,4.0,Not Available
MITSUBISHI,2013,MPV,FWD,Uni-Body,Not Available,Standard,Not Available,Not Available,Not Available,Not Available,4.0,Not Available
NISSAN,2013,PC,FWD,Uni-Body,Optional,Standard,Not Available,Not Available,Not Available,Not Available,5.0,Not Available
NISSAN,2013,MPV,AWD,Uni-Body,Not Available,Standard,Not Available,Not Available,Not Available,Not Available,4.0,Not Available
NISSAN,2013,MPV,FWD,Uni-Body,Not Available,Standard,Not Available,Not Available,Not Available,Not Available,4.0,Not Available
NISSAN,2013,PC,FWD,Uni-Body,Not Available,Standard,Not Available,Not Available,Not Available,Not Available,4.0,Not Available
NISSAN,2013,PC,FWD,Uni-Body,Not Available,Standard,Not Available,Not Available,Not Available,Not Available,4.0,Not Available
NISSAN,2013,MPV,AWD,Uni-Body,Optional,Standard,Not Available,Not Available,Not Available,Not Available,4.0,Not Available
NISSAN,2013,MPV,FWD,Uni-Body,Optional,Standard,Not Available,Not Available,Not Available,Not Available,4.0,Not Available
NISSAN,2013,MPV,AWD,Uni-Body,Not Available,Standard,Not Available,Not Available,Not Available,Not Available,4.0,Not Available
NISSAN,2013,MPV,FWD,Uni-Body,Not Available,Standard,Not Available,Not Available,Not Available,Not Available,4.0,Not Available
NISSAN,2013,MPV,AWD,Uni-Body,Not Available,Standard,Not Available,Not Available,Not Available,Not Available,4.0,Not Available
NISSAN,2013,MPV,FWD,Uni-Body,Not Available,Standard,Not Available,Not Available,Not Available,Not Available,4.0,Not Available
NISSAN,2013,PC,FWD,Uni-Body,Not Available,Standard,Not Available,Not Available,Not Available,Not Available,4.0,Not Available
NISSAN,2013,PC,FWD,Uni-Body,Not Available,Standard,Not Available,Not Available,Not Available,Not Available,4.0,Not Available
RAM,2013,TRUCK,2WD,Frame-Based,Not Available,Standard,Not Available,Not Available,Not Available,Not Available,4.0,Not Available
RAM,2013,TRUCK,4WD,Frame-Based,Not Available,Standard,Not Available,Not Available,Not Available,Not Available,4.0,Not Available
RAM,2013,TRUCK,2WD,Frame-Based,Optional,Standard,Not Available,Not Available,Not Available,Not Available,4.0,Not Available
RAM,2013,TRUCK,4WD,Frame-Based,Optional,Standard,Not Available,Not Available,Not Available,Not Available,4.0,Not Available
RAM,2013,TRUCK,2WD,Frame-Based,Optional,Standard,Not Available,Not Available,Not Available,Not Available,4.0,Not Available
RAM,2013,TRUCK,4WD,Frame-Based,Optional,Standard,Not Available,Not Available,Not Available,Not Available,4.0,Not Available
SMART,2013,PC,RWD,Uni-Body,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,4.0,Not Available
SUBARU,2013,MPV,AWD,Uni-Body,Not Available,Standard,Not Available,Not Available,Not Available,Not Available,4.0,Not Available
SUBARU,2013,PC,AWD,Uni-Body,Not Available,Standard,Not Available,Not Available,Not Available,Not Available,5.0,Not Available
SUBARU,2013,PC,AWD,Uni-Body,Not Available,Standard,Not Available,Not Available,Not Available,Not Available,5.0,Not Available
SUBARU,2013,PC,AWD,Uni-Body,Not Available,Standard,Optional,Optional,Optional,Optional,5.0,Not Available
SUBARU,2013,MPV,AWD,Uni-Body,Not Available,Standard,Optional,Optional,Optional,Optional,5.0,Not Available
SUZUKI,2013,PC,AWD,Uni-Body,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,4.0,Not Available
SUZUKI,2013,PC,FWD,Uni-Body,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,4.0,Not Available
SUZUKI,2013,PC,FWD,Uni-Body,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,4.0,Not Available
TESLA,2013,PC,RWD,Uni-Body,Optional,Standard,Not Available,Not Available,Not Available,Not Available,5.0,Not Available
TOYOTA,2013,MPV,2WD,Frame-Based,Not Available,Standard,Not Available,Not Available,Not Available,Not Available,4.0,Not Available
TOYOTA,2013,MPV,4WD,Frame-Based,Not Available,Standard,Not Available,Not Available,Not Available,Not Available,4.0,Not Available
TOYOTA,2013,PC,FWD,Not Available,Not Available,Not Available,Optional,Not Available,Not Available,Not Available,5.0,Not Available
TOYOTA,2013,PC,FWD,Uni-Body,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,4.0,Not Available
TOYOTA,2013,MPV,AWD,Uni-Body,Not Available,Standard,Not Available,Not Available,Not Available,Not Available,4.0,Not Available
TOYOTA,2013,MPV,FWD,Uni-Body,Not Available,Standard,Not Available,Not Available,Not Available,Not Available,4.0,Not Available
TOYOTA,2013,MPV,AWD,Uni-Body,Not Available,Standard,Not Available,Not Available,Not Available,Not Available,4.0,Not Available
TOYOTA,2013,PC,FWD,Uni-Body,Not Available,Standard,Optional,Optional,Optional,Optional,5.0,Not Available
TOYOTA,2013,PC,FWD,Uni-Body,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,4.0,Not Available
TOYOTA,2013,PC,FWD,Uni-Body,Not Available,Not Available,Optional,Not Available,Optional,Optional,4.0,Not Available
TOYOTA,2013,PC,FWD,Uni-Body,Not Available,Not Available,Not Available,Not Available,Optional,Optional,5.0,Not Available
TOYOTA,2013,PC,FWD,Uni-Body,Not Available,Standard,Not Available,Not Available,Not Available,Not Available,4.0,Not Available
TOYOTA,2013,PC,FWD,Uni-Body,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,5.0,Not Available
TOYOTA,2013,TRUCK,2WD,Frame-Based,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,4.0,Not Available
TOYOTA,2013,TRUCK,2WD,Frame-Based,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,4.0,Not Available
TOYOTA,2013,TRUCK,2WD,Frame-Based,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,4.0,Not Available
TOYOTA,2013,TRUCK,4WD,Frame-Based,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,4.0,Not Available
TOYOTA,2013,TRUCK,4WD,Frame-Based,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,4.0,Not Available
TOYOTA,2013,TRUCK,4WD,Frame-Based,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,4.0,Not Available
TOYOTA,2013,TRUCK,2WD,Frame-Based,Not Available,Standard,Not Available,Not Available,Not Available,Not Available,4.0,Not Available
TOYOTA,2013,TRUCK,2WD,Frame-Based,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,4.0,Not Available
TOYOTA,2013,TRUCK,2WD,Frame-Based,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,4.0,Not Available
TOYOTA,2013,TRUCK,4WD,Frame-Based,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,4.0,Not Available
TOYOTA,2013,TRUCK,4WD,Frame-Based,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,4.0,Not Available
TOYOTA,2013,TRUCK,4WD,Frame-Based,Not Available,Standard,Not Available,Not Available,Not Available,Not Available,4.0,Not Available
TOYOTA,2013,MPV,AWD,Uni-Body,Not Available,Standard,Not Available,Not Available,Not Available,Not Available,5.0,Not Available
TOYOTA,2013,MPV,FWD,Uni-Body,Not Available,Standard,Not Available,Not Available,Not Available,Not Available,5.0,Not Available
TOYOTA,2013,PC,FWD,Uni-Body,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,4.0,Not Available
VOLKSWAGEN,2013,PC,FWD,Uni-Body,Not Available,Standard,Not Available,Not Available,Not Available,Not Available,5.0,Not Available
VOLKSWAGEN,2013,PC,FWD,Uni-Body,Not Available,Standard,Not Available,Not Available,Not Available,Not Available,4.0,Not Available
VOLKSWAGEN,2013,PC,FWD,Uni-Body,Not Available,Standard,Not Available,Not Available,Not Available,Not Available,4.0,Not Available
VOLKSWAGEN,2013,PC,FWD,Uni-Body,Not Available,Standard,Not Available,Not Available,Not Available,Not Available,5.0,Not Available
VOLKSWAGEN,2013,MPV,AWD,Uni-Body,Not Available,Standard,Not Available,Not Available,Not Available,Not Available,4.0,Not Available
VOLKSWAGEN,2013,MPV,AWD,Uni-Body,Not Available,Standard,Not Available,Not Available,Not Available,Not Available,4.0,Not Available
VOLKSWAGEN,2013,MPV,FWD,Uni-Body,Not Available,Standard,Not Available,Not Available,Not Available,Not Available,4.0,Not Available
VOLKSWAGEN,2013,MPV,FWD,Uni-Body,Not Available,Standard,Not Available,Not Available,Not Available,Not Available,4.0,Not Available
ACURA,2012,MPV,4WD,Uni-Body,Optional,Not Available,Optional,Not Available,Not Available,Not Available,4.0,Not Available
ACURA,2012,PC,4WD,Uni-Body,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,4.0,Not Available
ACURA,2012,PC,4WD,Uni-Body,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,3.0,Not Available
ACURA,2012,PC,FWD,Uni-Body,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,4.0,Not Available
ACURA,2012,PC,FWD,Uni-Body,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,3.0,Not Available
ACURA,2012,MPV,4WD,Uni-Body,Optional,Not Available,Optional,Not Available,Not Available,Not Available,5.0,Not Available
AUDI,2012,PC,AWD,Uni-Body,Optional,Standard,Not Available,Not Available,Not Available,Not Available,4.0,Not Available
AUDI,2012,PC,FWD,Uni-Body,Optional,Standard,Not Available,Not Available,Not Available,Not Available,4.0,Not Available
AUDI,2012,PC,AWD,Uni-Body,Optional,Standard,Not Available,Not Available,Not Available,Not Available,4.0,Not Available
AUDI,2012,PC,AWD,Uni-Body,Optional,Standard,Not Available,Not Available,Not Available,Not Available,4.0,Not Available
BMW,2012,PC,RWD,Uni-Body,Not Available,Standard,Optional,Optional,Not Available,Not Available,5.0,Not Available
BMW,2012,PC,RWD,Uni-Body,Not Available,Standard,Optional,Optional,Not Available,Not Available,5.0,Not Available
BMW,2012,PC,RWD,Uni-Body,Optional,Standard,Optional,Optional,Not Available,Not Available,5.0,Not Available
BMW,2012,PC,AWD,Uni-Body,Optional,Standard,Optional,Optional,Not Available,Not Available,5.0,Not Available
BMW,2012,PC,RWD,Uni-Body,Optional,Standard,Optional,Optional,Not Available,Not Available,5.0,Not Available
BMW,2012,PC,RWD,Uni-Body,Optional,Standard,Optional,Optional,Not Available,Not Available,5.0,Not Available
BMW,2012,PC,AWD,Uni-Body,Optional,Standard,Optional,Optional,Not Available,Not Available,5.0,Not Available
BMW,2012,PC,AWD,Uni-Body,Optional,Standard,Optional,Optional,Not Available,Not Available,5.0,Not Available
BMW,2012,PC,RWD,Uni-Body,Optional,Standard,Optional,Optional,Not Available,Not Available,5.0,Not Available
BMW,2012,PC,RWD,Uni-Body,Optional,Standard,Optional,Optional,Not Available,Not Available,5.0,Not Available
BMW,2012,PC,AWD,Uni-Body,Optional,Standard,Optional,Optional,Not Available,Not Available,5.0,Not Available
BMW,2012,PC,AWD,Uni-Body,Optional,Standard,Optional,Optional,Not Available,Not Available,5.0,Not Available
BUICK,2012,MPV,AWD,Uni-Body,Not Available,Standard,Not Available,Not Available,Not Available,Not Available,5.0,Not Available
BUICK,2012,MPV,FWD,Uni-Body,Not Available,Standard,Not Available,Not Available,Not Available,Not Available,5.0,Not Available
BUICK,2012,PC,AWD,Uni-Body,Standard,Standard,Not Available,Not Available,Not Available,Not Available,5.0,Not Available
BUICK,2012,PC,FWD,Uni-Body,Standard,Standard,Not Available,Not Available,Not Available,Not Available,5.0,Not Available
BUICK,2012,PC,AWD,Uni-Body,Standard,Standard,Not Available,Not Available,Not Available,Not Available,5.0,Not Available
BUICK,2012,PC,FWD,Uni-Body,Standard,Standard,Not Available,Not Available,Not Available,Not Available,5.0,Not Available
BUICK,2012,PC,AWD,Uni-Body,Not Available,Standard,Not Available,Not Available,Not Available,Not Available,5.0,Not Available
BUICK,2012,PC,FWD,Uni-Body,Not Available,Standard,Not Available,Not Available,Not Available,Not Available,5.0,Not Available
BUICK,2012,PC,FWD,Uni-Body,Not Available,Standard,Not Available,Not Available,Not Available,Not Available,5.0,Not Available
CADILLAC,2012,PC,AWD,Uni-Body,Not Available,Standard,Not Available,Not Available,Not Available,Not Available,5.0,Not Available
CADILLAC,2012,PC,AWD,Uni-Body,Not Available,Standard,Not Available,Not Available,Not Available,Not Available,5.0,Not Available
CADILLAC,2012,PC,RWD,Uni-Body,Not Available,Standard,Not Available,Not Available,Not Available,Not Available,5.0,Not Available
CADILLAC,2012,PC,RWD,Uni-Body,Not Available,Standard,Not Available,Not Available,Not Available,Not Available,5.0,Not Available
CADILLAC,2012,MPV,AWD,Frame-Based,Standard,Standard,Not Available,Not Available,Not Available,Not Available,4.0,Not Available
CADILLAC,2012,MPV,RWD,Frame-Based,Standard,Standard,Not Available,Not Available,Not Available,Not Available,4.0,Not Available
CADILLAC,2012,MPV,AWD,Frame-Based,Standard,Standard,Not Available,Not Available,Not Available,Not Available,4.0,Not Available
CADILLAC,2012,MPV,RWD,Frame-Based,Standard,Standard,Not Available,Not Available,Not Available,Not Available,4.0,Not Available
CADILLAC,2012,MPV,AWD,Frame-Based,Standard,Standard,Not Available,Not Available,Not Available,Not Available,4.0,Not Available
CADILLAC,2012,MPV,RWD,Frame-Based,Standard,Standard,Not Available,Not Available,Not Available,Not Available,4.0,Not Available
CADILLAC,2012,MPV,AWD,Uni-Body,Not Available,Standard,Not Available,Not Available,Not Available,Not Available,5.0,Not Available
CADILLAC,2012,MPV,FWD,Uni-Body,Not Available,Standard,Not Available,Not Available,Not Available,Not Available,5.0,Not Available
CHEVROLET,2012,PC,RWD,Uni-Body,Not Available,Standard,Not Available,Not Available,Not Available,Not Available,5.0,Not Available
CHEVROLET,2012,PC,FWD,Uni-Body,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,5.0,Not Available
CHEVROLET,2012,MPV,AWD,Uni-Body,Not Available,Not Available,Optional,Optional,Not Available,Not Available,4.0,Not Available
CHEVROLET,2012,MPV,FWD,Uni-Body,Not Available,Not Available,Optional,Optional,Not Available,Not Available,4.0,Not Available
CHEVROLET,2012,PC,FWD,Uni-Body,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,4.0,Not Available
CHEVROLET,2012,PC,FWD,Uni-Body,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,4.0,Not Available
CHEVROLET,2012,TRUCK,4WD,Frame-Based,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,4.0,Not Available
CHEVROLET,2012,TRUCK,4WD,Frame-Based,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,4.0,Not Available
CHEVROLET,2012,TRUCK,4WD,Frame-Based,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,4.0,Not Available
CHEVROLET,2012,TRUCK,RWD,Frame-Based,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,4.0,Not Available
CHEVROLET,2012,TRUCK,RWD,Frame-Based,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,4.0,Not Available
CHEVROLET,2012,TRUCK,RWD,Frame-Based,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,4.0,Not Available
CHEVROLET,2012,TRUCK,4WD,Frame-Based,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,4.0,Not Available
CHEVROLET,2012,TRUCK,RWD,Frame-Based,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,4.0,Not Available
CHEVROLET,2012,TRUCK,4WD,Frame-Based,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,3.0,Not Available
CHEVROLET,2012,TRUCK,4WD,Frame-Based,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,4.0,Not Available
CHEVROLET,2012,TRUCK,RWD,Frame-Based,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,4.0,Not Available
CHEVROLET,2012,TRUCK,RWD,Frame-Based,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,3.0,Not Available
CHEVROLET,2012,PC,FWD,Uni-Body,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,5.0,Not Available
CHEVROLET,2012,PC,FWD,Uni-Body,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,5.0,Not Available
CHEVROLET,2012,MPV,4WD,Frame-Based,Standard,Not Available,Not Available,Not Available,Not Available,Not Available,4.0,Not Available
CHEVROLET,2012,MPV,RWD,Frame-Based,Standard,Not Available,Not Available,Not Available,Not Available,Not Available,4.0,Not Available
CHEVROLET,2012,MPV,4WD,Frame-Based,Standard,Not Available,Not Available,Not Available,Not Available,Not Available,4.0,Not Available
CHEVROLET,2012,MPV,RWD,Frame-Based,Standard,Not Available,Not Available,Not Available,Not Available,Not Available,4.0,Not Available
CHEVROLET,2012,MPV,4WD,Frame-Based,Standard,Not Available,Not Available,Not Available,Not Available,Not Available,4.0,Not Available
CHEVROLET,2012,MPV,RWD,Frame-Based,Standard,Not Available,Not Available,Not Available,Not Available,Not Available,4.0,Not Available
CHEVROLET,2012,MPV,AWD,Uni-Body,Not Available,Standard,Not Available,Not Available,Not Available,Not Available,5.0,Not Available
CHEVROLET,2012,MPV,FWD,Uni-Body,Not Available,Standard,Not Available,Not Available,Not Available,Not Available,5.0,Not Available
CHEVROLET,2012,PC,FWD,Uni-Body,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,5.0,Not Available
CHEVROLET,2012,PC,FWD,Uni-Body,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,5.0,Not Available
CHEVROLET,2012,PC,FWD,Uni-Body,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,5.0,Not Available
CHRYSLER,2012,PC,FWD,Uni-Body,Not Available,Standard,Not Available,Not Available,Not Available,Not Available,4.0,Not Available
CHRYSLER,2012,PC,AWD,Uni-Body,Optional,Standard,Optional,Not Available,Not Available,Not Available,5.0,Not Available
CHRYSLER,2012,PC,RWD,Uni-Body,Optional,Standard,Optional,Not Available,Not Available,Not Available,5.0,Not Available
CHRYSLER,2012,MPV,FWD,Uni-Body,Optional,Standard,Not Available,Not Available,Not Available,Not Available,4.0,Not Available
CODA,2012,PC,FWD,Uni-Body,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,4.0,Not Available
